tanggal,harga
2023-04-28,25000.0
2023-04-29,16000.0
2023-04-30,16000.0
2023-05-01,16000.0
2023-05-02,16000.0
2023-05-03,16000.0
2023-05-04,16000.0
2023-05-05,16000.0
2023-05-06,16000.0
2023-05-07,16000.0
2023-05-08,21000.0
2023-05-09,21000.0
2023-05-10,21000.0
2023-05-11,24000.0
2023-05-12,24000.0
2023-05-13,24000.0
2023-05-14,24000.0
2023-05-15,24000.0
2023-05-16,24000.0
2023-05-17,21000.0
2023-05-18,21000.0
2023-05-19,21000.0
2023-05-20,21000.0
2023-05-21,21000.0
2023-05-22,31000.0
2023-05-23,34000.0
2023-05-24,32000.0
2023-05-25,32000.0
2023-05-26,32000.0
2023-05-27,32000.0
2023-05-28,32000.0
2023-05-29,26000.0
2023-05-30,26000.0
2023-05-31,26000.0
2023-06-01,26000.0
2023-06-02,26000.0
2023-06-03,26000.0
2023-06-04,26000.0
2023-06-05,32000.0
2023-06-06,32000.0
2023-06-07,32000.0
2023-06-08,32000.0
2023-06-09,32000.0
2023-06-10,32000.0
2023-06-11,32000.0
2023-06-12,32000.0
2023-06-13,30000.0
2023-06-14,30000.0
2023-06-15,30000.0
2023-06-16,30000.0
2023-06-17,30000.0
2023-06-18,30000.0
2023-06-19,26000.0
2023-06-20,26000.0
2023-06-21,26000.0
2023-06-22,26000.0
2023-06-23,26000.0
2023-06-24,26000.0
2023-06-25,26000.0
2023-06-26,22000.0
2023-06-27,22000.0
2023-06-28,22000.0
2023-06-29,22000.0
2023-06-30,22000.0
2023-07-01,18000.0
2023-07-02,18000.0
2023-07-03,18000.0
2023-07-04,18000.0
2023-07-05,18000.0
2023-07-06,18000.0
2023-07-07,18000.0
2023-07-08,18000.0
2023-07-09,18000.0
2023-07-10,19000.0
2023-07-11,19000.0
2023-07-12,19000.0
2023-07-13,18000.0
2023-07-14,18000.0
2023-07-15,18000.0
2023-07-16,18000.0
2023-07-17,16000.0
2023-07-18,16000.0
2023-07-19,16000.0
2023-07-20,16000.0
2023-07-21,16000.0
2023-07-22,16000.0
2023-07-23,16000.0
2023-07-24,16000.0
2023-07-25,16000.0
2023-07-26,16000.0
2023-07-27,16000.0
2023-07-28,21000.0
2023-07-29,21000.0
2023-07-30,21000.0
2023-07-31,26000.0
2023-08-01,26000.0
2023-08-02,26000.0
2023-08-03,26000.0
2023-08-04,26000.0
2023-08-05,26000.0
2023-08-06,26000.0
2023-08-07,26000.0
2023-08-08,26000.0
2023-08-09,31000.0
2023-08-10,31000.0
2023-08-11,31000.0
2023-08-12,31000.0
2023-08-13,31000.0
2023-08-14,33000.0
2023-08-15,35000.0
2023-08-16,35000.0
2023-08-17,35000.0
2023-08-18,37000.0
2023-08-19,37000.0
2023-08-20,37000.0
2023-08-21,36000.0
2023-08-22,36000.0
2023-08-23,34000.0
2023-08-24,27000.0
2023-08-25,34000.0
2023-08-26,34000.0
2023-08-27,34000.0
2023-08-28,21000.0
2023-08-29,21000.0
2023-08-30,21000.0
2023-08-31,21000.0
2023-09-01,21000.0
2023-09-02,21000.0
2023-09-03,21000.0
2023-09-04,21000.0
2023-09-05,21000.0
2023-09-06,21000.0
2023-09-07,21000.0
2023-09-08,21000.0
2023-09-09,21000.0
2023-09-10,21000.0
2023-09-11,21000.0
2023-09-12,17000.0
2023-09-13,17000.0
2023-09-14,17000.0
2023-09-15,17000.0
2023-09-16,17000.0
2023-09-17,17000.0
2023-09-18,20000.0
2023-09-19,20000.0
2023-09-20,20000.0
2023-09-21,20000.0
2023-09-22,20000.0
2023-09-23,22000.0
2023-09-24,22000.0
2023-09-25,22000.0
2023-09-26,22000.0
2023-09-27,22000.0
2023-09-28,22000.0
2023-09-29,22000.0
2023-09-30,22000.0
2023-10-01,21000.0
2023-10-02,21000.0
2023-10-03,27000.0
2023-10-04,27000.0
2023-10-05,27000.0
2023-10-06,28000.0
2023-10-07,28000.0
2023-10-08,28000.0
2023-10-09,31000.0
2023-10-10,34000.0
2023-10-11,34000.0
2023-10-12,35000.0
2023-10-13,35000.0
2023-10-14,35000.0
2023-10-15,35000.0
2023-10-16,37000.0
2023-10-17,37000.0
2023-10-18,37000.0
2023-10-19,37000.0
2023-10-20,37000.0
2023-10-21,37000.0
2023-10-22,37000.0
2023-10-23,50000.0
2023-10-24,50000.0
2023-10-25,50000.0
2023-10-26,50000.0
2023-10-27,50000.0
2023-10-28,62000.0
2023-10-29,62000.0
2023-10-30,62000.0
2023-10-31,68000.0
2023-11-01,66000.0
2023-11-02,66000.0
2023-11-03,56000.0
2023-11-04,56000.0
2023-11-05,56000.0
2023-11-06,70000.0
2023-11-07,60000.0
2023-11-08,60000.0
2023-11-09,60000.0
2023-11-10,60000.0
2023-11-11,60000.0
2023-11-12,60000.0
2023-11-13,60000.0
2023-11-14,60000.0
2023-11-15,60000.0
2023-11-16,60000.0
2023-11-17,65000.0
2023-11-18,65000.0
2023-11-19,65000.0
2023-11-20,70000.0
2023-11-21,70000.0
2023-11-22,70000.0
2023-11-23,70000.0
2023-11-24,81000.0
2023-11-25,81000.0
2023-11-26,81000.0
2023-11-27,75000.0
2023-11-28,75000.0
2023-11-29,75000.0
2023-11-30,75000.0
2023-12-01,75000.0
2023-12-02,75000.0
2023-12-03,75000.0
2023-12-04,75000.0
2023-12-05,75000.0
2023-12-06,75000.0
2023-12-07,75000.0
